unit ,province,year,co2,so2,lngdpcapita,wastewater,industrialsector
30,Tianjin,1999,53,,,,
30,Tianjin,2000,58.2,,,,
30,Tianjin,2001,60.4,,,,
30,Tianjin,2002,65.1,,,,
30,Tianjin,2003,66.2,,,,
30,Tianjin,2004,78.3,,,,
30,Tianjin,2005,89,,,,
30,Tianjin,2006,95.5,,,,
30,Tianjin,2007,103.4,,,,
30,Tianjin,2008,110.2,,,,
30,Tianjin,2009,122.3,,,,
30,Tianjin,2010,136.6,,,,
30,Tianjin,2011,152,,,,
31,Shenzhen,1997,,,,,
31,Shenzhen,1998,,,,,
31,Shenzhen,1999,,,,,
31,Shenzhen,2000,12.42,,,,
31,Shenzhen,2001,12.4,,,,
31,Shenzhen,2002,15.16,,,,
31,Shenzhen,2003,20.09,,,,
31,Shenzhen,2004,22.88,,,,
31,Shenzhen,2005,28.16,,,,
31,Shenzhen,2006,30.2,,,,
31,Shenzhen,2007,33.09,,,,
31,Shenzhen,2008,35.15,,,,
31,Shenzhen,2009,29.34,,,,
31,Shenzhen,2010,32.31,,,,
31,Shenzhen,2011,,,,,
